"ID"	"Description"	"Gene"	"GeneID"
"dr:D10457"	"Delcasertib acetate (USAN)"	"PRKCD"	"5580"
"dr:D10459"	"Empagliflozin (JAN/USAN/INN);"	"SLC5A2"	"6524"
"dr:D10460"	"Enoticumab (USAN/INN)"	"DLL4"	"54567"
"dr:D10463"	"Ripasudil hydrochloride hydrate (JAN);"	"ROCK1/ROCK2"	"6093/9475"
"dr:D10464"	"Firtecan pegol (USAN/INN)"	"TOP1/HIF1A"	"7150/3091"
"dr:D10465"	"Golvatinib tartrate (USAN)"	"MET/KDR"	"4233/3791"
"dr:D10466"	"Vonoprazan fumarate (JAN/USAN);"	"ATP4A/ATP4B"	"495/496"
"dr:D10470"	"Strychnine nitrate"	"GLRA1"	"2741"
"dr:D10471"	"Idraparinux sodium (USAN)"	"F10"	"2159"
"dr:D10473"	"Insulin peglispro (USAN/INN)"	"INSR"	"3643"
"dr:D10476"	"Lusutrombopag (JAN/USAN/INN);"	"MPL"	"4352"
"dr:D10478"	"Naldemedine tosylate (JAN/USAN);"	"OPRM1"	"4988"
"dr:D10479"	"Naloxegol (USAN/INN)"	"OPRM1"	"4988"
"dr:D10481"	"Nintedanib (USAN/INN);"	"FLT1/KDR/FLT4/PDGFRA/PDGFRB/FGFR1/FGFR2/FGFR3"	"2321/3791/2324/5156/5159/2260/2263/2261"
"dr:D10482"	"Ocaratuzumab (USAN/INN)"	"MS4A1"	"931"
"dr:D10483"	"Peginterferon beta-1a (USAN/INN);"	"IFNAR1/IFNAR2"	"3454/3455"
"dr:D10484"	"Pegnivacogin (USAN)"	"F9"	"2158"
"dr:D10486"	"Pimasertib hydrochloride (USAN)"	"MAP2K1/MAP2K2"	"5604/5605"
"dr:D10487"	"Rivipansel (USAN/INN)"	"SELE"	"6401"
"dr:D10488"	"Serelaxin (USAN/INN);"	"RXFP1"	"59350"
"dr:D10493"	"Trabodenoson (USAN/INN)"	"ADORA1"	"134"
"dr:D10494"	"Vesencumab (USAN/INN)"	"NRP1"	"8829"
"dr:D10495"	"Zicronapine succinate (USAN)"	"HTR2A/DRD1/DRD2"	"3356/1812/1813"
"dr:D10497"	"Pasireotide diaspartate;"	"SSTR1/SSTR2/SSTR3/SSTR5"	"6751/6752/6753/6755"
"dr:D10502"	"Gemigliptin (prop.INN)"	"DPP4"	"1803"
"dr:D10510"	"Sequifenadine"	"HRH1"	"3269"
"dr:D10511"	"Afamelanotide (USAN/INN);"	"MC1R"	"4157"
"dr:D10514"	"Dacomitinib (USAN);"	"EGFR/ERBB2/ERBB4"	"1956/2064/2066"
"dr:D10515"	"Zoledronic acid hemipentahydrate (JAN)"	"FDPS"	"2224"
"dr:D10516"	"Aripiprazole hydrate (JAN);"	"DRD2/DRD3/HTR1A/HTR2A"	"1813/1814/3350/3356"
"dr:D10528"	"Aldosterone (INN)"	"NR3C2"	"4306"
"dr:D10529"	"Paraoxon"	"ACHE"	"43"
"dr:D10540"	"Abrilumab (USAN/INN)"	"ITGA4/ITGB7"	"3676/3695"
"dr:D10542"	"Alectinib (USAN/INN)"	"ALK"	"238"
"dr:D10543"	"Apitolisib (USAN/INN)"	"PIK3CA/PIK3CB/PIK3CD/MTOR"	"5290/5291/5293/2475"
"dr:D10545"	"Batefenterol (USAN)"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/ADRB2"	"1128/1129/1131/1132/1133/154"
"dr:D10546"	"Batefenterol succinate (USAN)"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/ADRB2"	"1128/1129/1131/1132/1133/154"
"dr:D10551"	"Ceritinib (JAN/USAN/INN);"	"ALK"	"238"
"dr:D10552"	"Dactolisib (USAN/INN)"	"PIK3CA/PIK3CB/PIK3CD/MTOR"	"5290/5291/5293/2475"
"dr:D10555"	"Duvelisib (USAN/INN)"	"PIK3CD/PIK3CG"	"5293/5294"
"dr:D10556"	"Fimasartan (INN)"	"AGTR1"	"185"
"dr:D10557"	"Evolocumab (USAN/INN);"	"PCSK9"	"255738"
"dr:D10560"	"Idelalisib (JAN/USAN/INN);"	"PIK3CD"	"5293"
"dr:D10562"	"Macimorelin acetate (USAN);"	"GHSR"	"2693"
"dr:D10563"	"Macimorelin (USAN)"	"GHSR"	"2693"
"dr:D10565"	"Pefcalcitol (JAN/USAN/INN)"	"VDR"	"7421"
"dr:D10566"	"Pasireotide pamoate (JAN);"	"SSTR1/SSTR2/SSTR3/SSTR5"	"6751/6752/6753/6755"
"dr:D10567"	"Fasiglifam hydrate (JAN);"	"FFAR1"	"2864"
"dr:D10568"	"Pitavastatin calcium hydrate (JP18)"	"HMGCR"	"3156"
"dr:D10574"	"Pembrolizumab (USAN);"	"PDCD1"	"5133"
"dr:D10584"	"Buparlisib (USAN/INN)"	"PIK3CA/PIK3CB/PIK3CD"	"5290/5291/5293"
"dr:D10585"	"Decernotinib (USAN/INN);"	"JAK3"	"3718"
"dr:D10593"	"Roxadustat (JAN/USAN/INN);"	"EGLN1/EGLN2/EGLN3"	"54583/112398/112399"
"dr:D10594"	"Rovatirelin hydrate (JAN);"	"TRHR"	"7201"
"dr:D10595"	"Asfotase alfa (USAN/INN);"	"ALPL"	"249"
"dr:D10596"	"Pemetrexed sodium hemipentahydrate (JAN);"	"TYMS/DHFR/DHFR2/GART"	"7298/1719/200895/2618"
"dr:D10604"	"Binimetinib (JAN/USAN);"	"MAP2K1/MAP2K2"	"5604/5605"
"dr:D10606"	"Raloxifene hydrochloride hydrate (JAN)"	"ESR1/ESR2"	"2099/2100"
"dr:D10609"	"Buparlisib hydrochloride (JAN/USAN)"	"PIK3CA/PIK3CB/PIK3CD"	"5290/5291/5293"
"dr:D10612"	"Benzhydrocodone (USAN/INN)"	"OPRM1"	"4988"
"dr:D10613"	"Bradanicline (USAN/INN)"	"CHRNA7"	"1139"
"dr:D10614"	"Briciclib (USAN/INN)"	"EIF4E"	"1977"
"dr:D10615"	"Cobimetinib fumarate (USAN);"	"MAP2K1/MAP2K2"	"5604/5605"
"dr:D10616"	"Dactolisib tosylate (USAN)"	"PIK3CA/PIK3CB/PIK3CD/MTOR"	"5290/5291/5293/2475"
"dr:D10617"	"Dagrocorat (USAN/INN)"	"NR3C1"	"2908"
"dr:D10618"	"Defactinib (USAN/INN)"	"PTK2B"	"2185"
"dr:D10619"	"Defactinib hydrochloride (USAN)"	"PTK2B"	"2185"
"dr:D10620"	"Bimagrumab (JAN/USAN/INN)"	"ACVR2A/ACVR2B"	"92/93"
"dr:D10621"	"Bococizumab (USAN/INN);"	"PCSK9"	"255738"
"dr:D10626"	"Encenicline (USAN/INN)"	"CHRNA7"	"1139"
"dr:D10627"	"Esketamine hydrochloride (JAN/USAN);"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"2902/2903/2904/2905/2906"
"dr:D10628"	"Esuberaprost (USAN/INN)"	"PTGIR"	"5739"
"dr:D10630"	"Fedratinib (USAN/INN)"	"JAK2"	"3717"
"dr:D10631"	"Fevipiprant (JAN/USAN/INN)"	"PTGDR"	"5729"
"dr:D10633"	"Finerenone (JAN/USAN/INN);"	"NR3C2"	"4306"
"dr:D10634"	"Fosdagrocorat (USAN/INN)"	"NR3C1"	"2908"
"dr:D10635"	"Gedatolisib (USAN/INN)"	"PIK3CA/PIK3CB/PIK3CD/MTOR"	"5290/5291/5293/2475"
"dr:D10636"	"Glasdegib (USAN/INN)"	"SMO"	"6608"
"dr:D10638"	"Grapiprant (USAN/INN)"	"PTGER4"	"5734"
"dr:D10640"	"Indoximod (USAN/INN)"	"IDO1/IDO2"	"3620/169355"
"dr:D10641"	"Ipatasertib (USAN/INN)"	"AKT1/AKT2/AKT3"	"207/208/10000"
"dr:D10642"	"Irinotecan sucrosofate (USAN)"	"TOP1"	"7150"
"dr:D10646"	"Luminespib (USAN/INN)"	"HSP90AA1/HSP90AB1/HSP90B1"	"3320/3326/7184"
"dr:D10647"	"Luminespib mesylate (USAN)"	"HSP90AA1/HSP90AB1/HSP90B1"	"3320/3326/7184"
"dr:D10648"	"Methylsamidorphan chloride (USAN/INN)"	"OPRM1"	"4988"
"dr:D10652"	"Palbociclib isethionate (USAN)"	"CDK4/CDK6"	"1019/1021"
"dr:D10653"	"Peficitinib (USAN/INN)"	"JAK1/JAK2/JAK3"	"3716/3717/3718"
"dr:D10654"	"Pevonedistat hydrochloride (JAN/USAN)"	"NAE1"	"8883"
"dr:D10656"	"Polmacoxib (USAN/INN)"	"PTGS2"	"5743"
"dr:D10657"	"Pradigastat sodium (USAN)"	"DGAT1"	"8694"
"dr:D10658"	"Ralimetinib (USAN/INN)"	"MAPK14/MAPK11/MAPK13/MAPK12"	"1432/5600/5603/6300"
"dr:D10659"	"Ralimetinib mesylate (USAN)"	"MAPK14/MAPK11/MAPK13/MAPK12"	"1432/5600/5603/6300"
"dr:D10660"	"Relamorelin (USAN/INN)"	"GHSR"	"2693"
"dr:D10661"	"Ricolinostat (USAN/INN)"	"HDAC6"	"10013"
"dr:D10662"	"Rimegepant (USAN/INN)"	"CALCRL"	"10203"
"dr:D10663"	"Rimegepant sulfate (USAN);"	"CALCRL"	"10203"
"dr:D10664"	"Pradigastat (USAN)"	"DGAT1"	"8694"
"dr:D10669"	"Sotagliflozin (USAN/INN)"	"SLC5A1/SLC5A2"	"6523/6524"
"dr:D10671"	"Taladegib (USAN/INN)"	"SMO"	"6608"
"dr:D10673"	"Ubrogepant (USAN/INN);"	"CALCRL"	"10203"
"dr:D10674"	"Uprosertib (USAN/INN)"	"AKT1/AKT2/AKT3"	"207/208/10000"
"dr:D10675"	"Valbenazine (USAN/INN)"	"SLC18A2"	"6571"
"dr:D10676"	"Etelcalcetide (USAN/INN);"	"CASR"	"846"
"dr:D10677"	"Etelcalcetide hydrochloride (JAN/USAN);"	"CASR"	"846"
"dr:D10679"	"Venetoclax (JAN/USAN/INN);"	"BCL2"	"596"
"dr:D10683"	"Technetium Tc99m trofolastat chloride (USAN/INN)"	"FOLH1"	"2346"
"dr:D10685"	"Lumacaftor and ivacaftor;"	"CFTR"	"1080"
"dr:D10688"	"Abemaciclib (JAN/USAN);"	"CDK4/CDK6"	"1019/1021"
"dr:D10689"	"Amifampridine phosphate (USAN);"	"KCNA1/KCNA2/KCNA3/KCNA4/KCNA5/KCNA6/KCNA7/KCNA10/KCNB1/KCNB2/KCNC1/KCNC2/KCNC3/KCNC4/KCND1/KCND2/KCND3"	"3736/3737/3738/3739/3741/3742/3743/3744/3745/9312/3746/3747/3748/3749/3750/3751/3752"
"dr:D10690"	"Axelopran sulfate (USAN)"	"OPRM1"	"4988"
"dr:D10691"	"Bempedoic acid (JAN/USAN/INN);"	"ACLY"	"47"
"dr:D10692"	"Benzhydrocodone hydrochloride (USAN)"	"OPRM1"	"4988"
"dr:D10693"	"Bradanicline hydrochloride (USAN)"	"CHRNA7"	"1139"
"dr:D10694"	"Briciclib sodium (USAN)"	"EIF4E"	"1977"
"dr:D10696"	"Capmatinib (USAN/INN)"	"MET"	"4233"
"dr:D10697"	"Centanafadine (USAN)"	"SLC6A2/SLC6A3/SLC6A4"	"6530/6531/6532"
"dr:D10698"	"Centanafadine hydrochloride (USAN)"	"SLC6A2/SLC6A3/SLC6A4"	"6530/6531/6532"
"dr:D10699"	"Cholic acid (JAN/USAN);"	"NR1H4"	"9971"
"dr:D10700"	"Dasotraline (USAN/INN)"	"SLC6A2/SLC6A3"	"6530/6531"
"dr:D10701"	"Deutetrabenazine (USAN/INN);"	"SLC18A2"	"6571"
"dr:D10702"	"Encenicline hydrochloride (USAN)"	"CHRNA7"	"1139"
"dr:D10703"	"Esuberaprost sodium (USAN)"	"PTGIR"	"5739"
"dr:D10709"	"Gilteritinib (USAN/INN)"	"FLT3"	"2322"
"dr:D10710"	"Idalopirdine (USAN/INN)"	"HTR6/HTR2C"	"3362/3358"
"dr:D10711"	"Pemafibrate (JAN);"	"PPARA"	"5465"
"dr:D10715"	"Mipsagargin (USAN/INN)"	"ATP2A1/ATP2A2/ATP2A3"	"487/488/489"
"dr:D10716"	"Motolimod (USAN/INN)"	"TLR8"	"51311"
"dr:D10717"	"Napabucasin (JAN/USAN/INN)"	"STAT3"	"6774"
"dr:D10718"	"Omipalisib (USAN/INN)"	"PIK3CA/PIK3CB/PIK3CD/MTOR"	"5290/5291/5293/2475"
"dr:D10719"	"Onalespib (USAN/INN)"	"HSP90AA1/HSP90AB1/HSP90B1"	"3320/3326/7184"
"dr:D10721"	"Peficitinib hydrobromide (JAN/USAN);"	"JAK1/JAK2/JAK3"	"3716/3717/3718"
"dr:D10725"	"Ralinepag (USAN/INN)"	"PTGIR"	"5739"
"dr:D10728"	"Solcitinib (USAN/INN)"	"JAK1"	"3716"
"dr:D10729"	"Sonidegib phosphate (USAN);"	"SMO"	"6608"
"dr:D10730"	"Spebrutinib (USAN/INN)"	"BTK"	"695"
"dr:D10731"	"Spebrutinib besylate (USAN)"	"BTK"	"695"
"dr:D10732"	"Talazoparib (USAN/INN)"	"PARP1/PARP2"	"142/10038"
"dr:D10733"	"Talazoparib tosylate (USAN);"	"PARP1/PARP2"	"142/10038"
"dr:D10735"	"Toreforant (USAN/INN)"	"HRH4"	"59340"
"dr:D10736"	"Toreforant tartrate (USAN)"	"HRH4"	"59340"
"dr:D10737"	"Verosudil (USAN/INN)"	"ROCK1/ROCK2"	"6093/9475"
"dr:D10738"	"Verosudil hydrochloride (USAN)"	"ROCK1/ROCK2"	"6093/9475"
"dr:D10739"	"Verubecestat (JAN/USAN/INN)"	"BACE1/BACE2"	"23621/25825"
"dr:D10740"	"Axelopran (USAN/INN)"	"OPRM1"	"4988"
"dr:D10742"	"Rolapitant (USAN/INN);"	"TACR1"	"6869"
"dr:D10747"	"Idalopirdine hydrochloride (JAN)"	"HTR6"	"3362"
"dr:D10749"	"Pitolisant (USAN/INN);"	"HRH3"	"11255"
"dr:D10758"	"Turoctocog alfa pegol (genetical recombination) (JAN);"	"VWF"	"7450"
"dr:D10761"	"Polatuzumab vedotin (USAN);"	"CD79B"	"974"
"dr:D10766"	"Osimertinib mesylate (USAN);"	"EGFR"	"1956"
"dr:D10773"	"Atezolizumab (USAN/INN);"	"CD274"	"29126"
"dr:D10777"	"Daratumumab (USAN);"	"CD38"	"952"
"dr:D10780"	"Perampanel hydrate (JAN);"	"GRIA1/GRIA2/GRIA3/GRIA4"	"2890/2891/2892/2893"
"dr:D10787"	"Daunorubicin citrate;"	"TOP2A/TOP2B"	"7153/7155"
"dr:D10789"	"Encenicline hydrochloride hydrate (JAN);"	"CHRNA7"	"1139"
"dr:D10790"	"Mirogabalin besylate (USAN);"	"CACNA2D1/CACNA2D2"	"781/9254"
"dr:D10791"	"Nusinersen sodium (JAN);"	"SMN2"	"6607"
"dr:D10794"	"Patisiran sodium (JAN);"	"TTR"	"7276"
"dr:D10795"	"Elobixibat hydrate (JAN);"	"SLC10A2"	"6555"
"dr:D10796"	"Elobixibat (USAN/INN)"	"SLC10A2"	"6555"
"dr:D10797"	"Copanlisib hydrochloride (USAN)"	"PIK3CA/PIK3CD"	"5290/5293"
"dr:D10798"	"Copanlisib hydrochloride hydrate (JAN);"	"PIK3CA/PIK3CD"	"5290/5293"
"dr:D10799"	"Brilliant blue G (JAN);"	"P2RX7"	"5027"
"dr:D10800"	"Gilteritinib fumarate (JAN/USAN);"	"FLT3"	"2322"
"dr:D10803"	"Plevitrexed (INN)"	"TYMS"	"7298"
"dr:D10808"	"Durvalumab (USAN/INN);"	"CD274"	"29126"
"dr:D10811"	"Fentanyl hydrochloride (JAN);"	"OPRM1"	"4988"
"dr:D10812"	"Nalmefene hydrochloride hydrate (JAN);"	"OPRK1/OPRM1/OPRD1"	"4986/4988/4985"
"dr:D10813"	"Cerliponase alfa (USAN/INN);"	"TPP1"	"1200"
"dr:D10817"	"Avelumab (USAN);"	"CD274"	"29126"
"dr:D10819"	"Aflibercept beta (genetical recombination) (JAN)"	"VEGFA/VEGFB/PGF"	"7422/7423/5228"
"dr:D10820"	"Olipudase alfa (USAN/INN);"	"SMPD1"	"6609"
"dr:D10821"	"Emicizumab (USAN/INN);"	"F9/F10"	"2158/2159"
"dr:D10823"	"Clopidogrel hydrochloride;"	"P2RY12"	"64805"
"dr:D10824"	"Clopidogrel besilate;"	"P2RY12"	"64805"
"dr:D10825"	"Opicapone (JAN/USAN/INN);"	"COMT"	"1312"
"dr:D10829"	"Rasagiline tartrate;"	"MAOB"	"4129"
"dr:D10843"	"Alipogene tiparvovec (INN);"	"LPL"	"4023"
"dr:D10845"	"Conestat alfa (INN);"	"C1R/C1S/KLKB1"	"715/716/3818"
"dr:D10846"	"Epoetin theta (INN);"	"EPOR"	"2057"
"dr:D10847"	"Epoetin zeta (INN);"	"EPOR"	"2057"
"dr:D10853"	"Desfesoterodine (INN)"	"CHRM3"	"1131"
"dr:D10858"	"Rociletinib (USAN/INN)"	"EGFR"	"1956"
"dr:D10859"	"Olmutinib (USAN/INN)"	"EGFR"	"1956"
"dr:D10862"	"Altiratinib (USAN)"	"MET/TEK/KDR"	"4233/7010/3791"
"dr:D10865"	"Bexagliflozin (USAN)"	"SLC5A2"	"6524"
"dr:D10866"	"Brigatinib (JAN/USAN);"	"ALK"	"238"
"dr:D10867"	"Copanlisib (USAN/INN)"	"PIK3CA/PIK3CD"	"5290/5293"
"dr:D10870"	"Dasotraline hydrochloride (USAN)"	"SLC6A2/SLC6A3"	"6530/6531"
"dr:D10871"	"Filgotinib (USAN/INN)"	"JAK1"	"3716"
"dr:D10872"	"Filgotinib hydrochloride (USAN)"	"JAK1"	"3716"
"dr:D10873"	"Crisaborole (USAN/INN);"	"PDE4A/PDE4B/PDE4C/PDE4D"	"5141/5142/5143/5144"
"dr:D10874"	"Daprodustat (JAN/USAN/INN);"	"EGLN1/EGLN2/EGLN3"	"54583/112398/112399"
"dr:D10876"	"Enclomiphene citrate (USAN);"	"ESR1/ESR2"	"2099/2100"
"dr:D10881"	"Nusinersen (USAN/INN);"	"SMN2"	"6607"
"dr:D10883"	"Ribociclib (USAN/INN)"	"CDK4/CDK6"	"1019/1021"
"dr:D10885"	"Abaloparatide (USAN/INN);"	"PTH1R"	"5745"
"dr:D10886"	"Naquotinib mesylate (USAN);"	"EGFR"	"1956"
"dr:D10888"	"Relugolix (JAN/USAN/INN);"	"GNRHR"	"2798"
"dr:D10889"	"Momelotinib hydrochloride hydrate (JAN)"	"JAK1/JAK2"	"3716/3717"
"dr:D10890"	"Difelikefalin acetate (JAN);"	"OPRK1"	"4986"
"dr:D10891"	"Capmatinib hydrochloride (USAN);"	"MET"	"4233"
"dr:D10892"	"Esaxerenone (JAN/INN)"	"NR3C2"	"4306"
"dr:D10893"	"Acalabrutinib (JAN/USAN/INN);"	"BTK"	"695"
"dr:D10895"	"Fosaprepitant (INN)"	"TACR1"	"6869"
"dr:D10896"	"Pomaglumetad methionil (INN);"	"GRM2/GRM3"	"2912/2913"
"dr:D10898"	"Neratinib maleate;"	"EGFR/ERBB2/ERBB4"	"1956/2064/2066"
"dr:D10901"	"Enasidenib (USAN/INN)"	"IDH2"	"3418"
"dr:D10902"	"Afasevikumab (USAN/INN)"	"IL17A/IL17F"	"3605/112744"
"dr:D10903"	"Amcasertib (USAN/INN)"	"NANOG"	"79923"
"dr:D10904"	"Amiselimod hydrochloride (USAN)"	"S1PR1/S1PR2/S1PR3/S1PR4/S1PR5"	"1901/9294/1903/8698/53637"
"dr:D10905"	"Amiselimod (USAN/INN)"	"S1PR1/S1PR2/S1PR3/S1PR4/S1PR5"	"1901/9294/1903/8698/53637"
"dr:D10907"	"Baliforsen (USAN)"	"DMPK"	"1760"
"dr:D10911"	"Birabresib (USAN/INN)"	"BRD2/BRD3/BRD4"	"6046/8019/23476"
"dr:D10912"	"Brazikumab (USAN/INN)"	"IL23A"	"51561"
"dr:D10913"	"Burosumab (USAN/INN);"	"FGF23"	"8074"
"dr:D10915"	"Cannabidiol (USAN/INN);"	"CNR1/CNR2"	"1268/1269"
"dr:D10917"	"Cergutuzumab amunaleukin (USAN/INN)"	"CEACAM5/CEACAM3/CEACAM7/CEACAM8/CEACAM4/CEACAM6/CEACAM1/CEACAM21"	"1048/1084/1087/1088/1089/4680/634/90273"
"dr:D10918"	"Citarinostat (USAN)"	"HDAC6"	"10013"
"dr:D10921"	"Daxibotulinumtoxin A (USAN);"	"SNAP25"	"6616"
"dr:D10924"	"Dezapelisib (USAN)"	"PIK3CD"	"5293"
"dr:D10926"	"Entrectinib (JAN/USAN/INN);"	"NTRK1/ROS1/NTRK2/NTRK3/ALK"	"4914/6098/4915/4916/238"
"dr:D10927"	"Erdafitinib (JAN/USAN/INN);"	"FGFR3/FGFR2"	"2261/2263"
"dr:D10928"	"Erenumab (USAN/INN);"	"CALCRL"	"10203"
"dr:D10930"	"Etrasimod (USAN)"	"S1PR1/S1PR2/S1PR3/S1PR4/S1PR5"	"1901/9294/1903/8698/53637"
"dr:D10932"	"Etripamil (USAN/INN)"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D10936"	"Galcanezumab (USAN/INN);"	"CALCA"	"796"
"dr:D10938"	"Glycopyrronium (USAN)"	"CHRM3"	"1131"
"dr:D10939"	"Glycopyrronium tosylate (USAN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D10940"	"Inotersen (USAN/INN)"	"TTR"	"7276"
"dr:D10941"	"Inotersen sodium (USAN);"	"TTR"	"7276"
"dr:D10943"	"Istiratumab (USAN)"	"IGF1R/ERBB3"	"3480/2065"
"dr:D10944"	"Itacitinib (USAN/INN)"	"JAK1"	"3716"
"dr:D10945"	"Itacitinib adipate (JAN/USAN)"	"JAK1"	"3716"
"dr:D10946"	"Lanabecestat (USAN)"	"BACE1"	"23621"
"dr:D10947"	"Lanabecestat camsylate (USAN)"	"BACE1"	"23621"
"dr:D10950"	"Levoketoconazole (USAN/INN);"	"CYP11B1/CYP11A1/CYP17A1"	"1584/1583/1586"
"dr:D10951"	"Maralixibat (USAN)"	"SLC10A1/SLC10A2/SLC10A3/SLC10A5/SLC10A4/SLC10A6/SLC10A7"	"6554/6555/8273/347051/201780/345274/84068"
"dr:D10952"	"Maralixibat chloride (USAN/INN);"	"SLC10A2"	"6555"
"dr:D10953"	"Mirvetuximab (USAN/INN)"	"FOLR1"	"2348"
"dr:D10954"	"Mirvetuximab soravtansine (USAN/INN)"	"FOLR1"	"2348"
"dr:D10955"	"Mongersen sodium (USAN)"	"SMAD7"	"4092"
"dr:D10956"	"Mongersen (INN)"	"SMAD7"	"4092"
"dr:D10958"	"Naquotinib (USAN/INN)"	"EGFR"	"1956"
"dr:D10959"	"Neflamapimod (USAN)"	"MAPK14/MAPK11/MAPK13/MAPK12"	"1432/5600/5603/6300"
"dr:D10960"	"Nirogacestat (USAN/INN)"	"PSEN1/PSENEN/NCSTN/APH1A"	"5663/55851/23385/51107"
"dr:D10963"	"Oleclumab (USAN)"	"NT5E"	"4907"
"dr:D10964"	"Omaveloxolone (USAN/INN)"	"NFE2L2"	"4780"
"dr:D10965"	"Omidenepag (USAN/INN)"	"PTGER2"	"5732"
"dr:D10966"	"Omidenepag isopropyl (JAN);"	"PTGER2"	"5732"
"dr:D10967"	"Ozanimod hydrochloride (JAN/USAN);"	"S1PR1/S1PR2/S1PR3/S1PR4/S1PR5"	"1901/9294/1903/8698/53637"
"dr:D10968"	"Ozanimod (USAN/INN)"	"S1PR1/S1PR2/S1PR3/S1PR4/S1PR5"	"1901/9294/1903/8698/53637"
"dr:D10969"	"Pamrevlumab (USAN/INN)"	"CCN2"	"1490"
"dr:D10970"	"Pegapamodutide (USAN)"	"GLP1R"	"2740"
"dr:D10971"	"Piclidenoson (USAN/INN)"	"ADORA3"	"140"
"dr:D10972"	"Plozalizumab (USAN/INN)"	"CCR2"	"729230"
"dr:D10976"	"Recanaclotide (USAN/INN)"	"GUCY2C"	"2984"
"dr:D10977"	"Remetinostat (USAN/INN)"	"HDAC1/HDAC2/HDAC3/HDAC4/HDAC5/HDAC6/HDAC7/HDAC8/HDAC9/HDAC10/HDAC11"	"3065/3066/8841/9759/10014/10013/51564/55869/9734/83933/79885"
"dr:D10978"	"Revefenacin (USAN/INN);"	"CHRM3"	"1131"
"dr:D10979"	"Ribociclib succinate (USAN);"	"CDK4/CDK6"	"1019/1021"
"dr:D10981"	"Rovalpituzumab tesirine (USAN/INN)"	"DLL3"	"10683"
"dr:D10982"	"Rucaparib camsylate (USAN);"	"PARP1/PARP2/PARP3"	"142/10038/10039"
"dr:D10983"	"Ruclosporin (USAN/INN)"	"PPP3CA/PPP3CB/PPP3CC/PPP3R1/PPP3R2/CHP1/CHP2"	"5530/5532/5533/5534/5535/11261/63928"
"dr:D10985"	"Sacituzumab govitecan (USAN/INN);"	"TOP1/TACSTD2"	"7150/4070"
"dr:D10986"	"Segesterone acetate (USAN);"	"PGR"	"5241"
"dr:D10987"	"Segesterone (USAN/INN)"	"PGR"	"5241"
"dr:D10988"	"Selonsertib (JAN/USAN/INN)"	"MAP3K5"	"4217"
"dr:D10989"	"Sofpironium bromide (JAN/USAN/INN);"	"CHRM3"	"1131"
"dr:D10993"	"Tucidinostat (JAN/USAN/INN);"	"CD244/CD8A/CD8B/HDAC1/HDAC2/HDAC3/HDAC10"	"51744/925/926/3065/3066/8841/83933"
"dr:D10994"	"Upadacitinib (USAN/INN)"	"JAK1"	"3716"
"dr:D10995"	"Upadacitinib tartrate (USAN)"	"JAK1"	"3716"
"dr:D10999"	"Valbenazine tosylate (USAN);"	"SLC18A2"	"6571"
"dr:D11000"	"Vamorolone (USAN/INN)"	"NR3C1"	"2908"
"dr:D11003"	"Vesatolimod (USAN/INN)"	"TLR7"	"51284"
"dr:D11004"	"Vestronidase alfa (USAN/INN);"	"GUSB"	"2990"
"dr:D11008"	"Voretigene neparvovec (USAN/INN);"	"RPE65"	"6121"
"dr:D11009"	"Indacaterol acetate (JAN)"	"ADRB2"	"154"
"dr:D11011"	"Alpelisib (JAN/USAN/INN);"	"PIK3CA"	"5290"
"dr:D11012"	"Lorlatinib (JAN/USAN/INN);"	"ALK/ROS1"	"238/6098"
"dr:D11017"	"Elapegademase (USAN/INN);"	"ADA"	"100"
"dr:D11020"	"Diclofenac etalhyaluronate sodium (JAN);"	"PTGS2/MMP1"	"5743/4312"
"dr:D11022"	"Lemborexant (JAN/USAN/INN);"	"HCRTR1/HCRTR2"	"3061/3062"
"dr:D11023"	"Evogliptin (INN)"	"DPP4"	"1803"
"dr:D11024"	"Velmanase alfa (USAN/INN)"	"MAN2B1"	"4125"
"dr:D11025"	"Idursulfase beta (INN);"	"IDS"	"3423"
"dr:D11026"	"Pegteograstim (INN)"	"CSF3R"	"1441"
"dr:D11027"	"Ropeginterferon alfa-2b (INN);"	"IFNAR1/IFNAR2"	"3454/3455"
"dr:D11028"	"Cenegermin (INN);"	"NGFR"	"4804"
"dr:D11029"	"Andexanet alfa (USAN/INN);"	"F10"	"2159"
"dr:D11030"	"Netarsudil (USAN/INN)"	"ROCK1/ROCK2"	"6093/9475"
"dr:D11031"	"Netarsudil mesylate (USAN);"	"ROCK1/ROCK2"	"6093/9475"
"dr:D11032"	"Plitidepsin (INN)"	"RAC1"	"5879"
"dr:D11033"	"Lutetium (177Lu) oxodotreotide (INN);"	"SSTR2"	"6752"
"dr:D11034"	"Insulin glargine and lixisenatide;"	"INSR/GLP1R"	"3643/2740"
"dr:D11038"	"Ulixertinib (INN)"	"MAPK1/MAPK3"	"5594/5595"
"dr:D11040"	"Apalutamide (JAN/INN);"	"AR"	"367"
"dr:D11041"	"Tezacaftor (USAN/INN)"	"CFTR"	"1080"
